date,title,artist,rank,ID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,mode
2005-09-03,Let Me Go,3 Doors Down,51.0,spotify:track:0nNVR2iDM3eVzEgMi78vQm,0.0181,0.48,243053.0,0.863,0.0,1.0,0.111,-4.914,0.0385,91.972,4.0,0.0
2005-09-03,Making Memories Of Us,Keith Urban,77.0,spotify:track:0Sg5kWoILCs2zBoIHIsDAa,0.614,0.687,236000.0,0.454,0.000107,4.0,0.107,-9.379,0.0255,103.93,4.0,1.0
2005-09-10,Dem Boyz,Boyz N Da Hood,96.0,spotify:track:59xyRqG06dGbTmmJFVFbyQ,0.00161,0.782,256800.0,0.63,0.0,1.0,0.151,-5.683,0.162,78.516,4.0,1.0
2005-09-10,Free Yourself,Fantasia,44.0,spotify:track:7ANroj1yWw0YEGcLf7HO3Q,0.681,0.717,257427.0,0.449,0.0,5.0,0.0902,-9.688,0.0596,108.802,4.0,0.0
2005-09-10,Grind With Me,Pretty Ricky,37.0,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,0.000204,0.7,237733.0,0.538,0.0,1.0,0.105,-5.952,0.045,136.518,4.0,1.0
2005-09-10,Switch,Will Smith,49.0,spotify:track:2bmxx16hNi3W5FGzfFO9xX,0.007,0.877,196653.0,0.885,0.000497,1.0,0.557,-4.966,0.17,102.507,4.0,1.0
2005-09-17,Collide,Howie Day,49.0,spotify:track:6dwkFmLUz6hx2CZG2EqLol,0.222,0.636,249120.0,0.625,5.35e-05,11.0,0.119,-7.895,0.0277,93.931,4.0,1.0
2005-09-17,Fast Cars And Freedom,Rascal Flatts,69.0,spotify:track:0CKba2KBPP9TFbh5Nf8i4P,0.0135,0.616,262187.0,0.824,2.13e-05,3.0,0.108,-4.842,0.03,117.954,4.0,0.0
2005-09-17,Inside Your Heaven,Carrie Underwood,98.0,spotify:track:25ry9EyyRsp1dDctlAclin,0.123,0.38,243267.0,0.596,1.46e-06,7.0,0.132,-3.469,0.0315,134.443,4.0,1.0
2005-09-17,Outta Control,50 Cent,92.0,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,0.0268,0.77,247973.0,0.587,0.0,8.0,0.0621,-5.99,0.265,92.009,4.0,0.0
2005-09-17,Speed Of Sound,Coldplay,40.0,spotify:track:7clUVcSOtkNWa58Gw5RfD4,0.00488,0.514,287907.0,0.898,0.0345,11.0,0.0746,-6.765,0.0577,123.067,4.0,0.0
2005-09-24,Diamonds From Sierra Leone,Kanye West,73.0,spotify:track:34KUIBsIUiPV7oCIzSdDAU,0.258,0.672,233400.0,0.814,0.0,7.0,0.164,-3.768,0.27,97.043,4.0,1.0
2005-09-24,Do You Want Fries With That,Tim McGraw,75.0,spotify:track:0njxz22rezgDmDxD6ER6JF,0.214,0.604,239760.0,0.802,0.0,7.0,0.111,-3.995,0.0317,135.999,4.0,1.0
2005-09-24,Gotta Getcha,Jermaine Dupri,94.0,spotify:track:5gOYXiA88QUy9DdWR4oNni,0.0663,0.762,170933.0,0.324,2.33e-06,4.0,0.095,-7.447,0.329,209.819,4.0,0.0
2005-09-24,Help Somebody,Van Zant,93.0,spotify:track:4Bt4QcQ5BxzzspvFLKvbB9,0.00117,0.499,253453.0,0.659,7.35e-06,7.0,0.128,-5.727,0.0323,158.112,4.0,1.0
2005-09-24,Just A Lil Bit,50 Cent,49.0,spotify:track:4nva9EpKntUTs6CRSGBCn9,0.0322,0.489,237707.0,0.692,0.00608,1.0,0.315,-6.672,0.41,96.946,4.0,1.0
2005-09-24,Just Want You To Know,Backstreet Boys,81.0,spotify:track:17lJlBTeJZEC5r4m8kqrE4,0.000269,0.709,231187.0,0.555,0.0,2.0,0.0804,-3.506,0.0348,106.0,4.0,1.0
2005-09-24,Summer Nights,Lil Rob,99.0,spotify:track:6fVCBBlHif6zfqXAEHKJy8,0.358,0.472,269160.0,0.672,0.0,10.0,0.108,-4.997,0.212,81.813,4.0,0.0
2005-09-24,These Boots Are Made For Walkin',Jessica Simpson,95.0,spotify:track:073XJnVOC3V2S8WPe3m0hn,0.0101,0.779,238773.0,0.818,0.000381,11.0,0.0993,-7.7,0.143,91.997,4.0,1.0
2005-10-01,Axel F,Crazy Frog,97.0,spotify:track:0Bo5fjMtTfCD8vHGebivqc,0.279,0.86,168880.0,0.907,0.693,2.0,0.0648,-3.321,0.0407,138.045,4.0,1.0
2005-10-01,Best Of You,Foo Fighters,49.0,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.000769,0.366,255627.0,0.94,9.42e-05,1.0,0.188,-5.119,0.0696,130.198,4.0,0.0
2005-10-01,Good Times,Tommy Lee,95.0,spotify:track:3f0EGHSYZpGYUzD3m4dhLK,0.00124,0.49,186874.0,0.82,0.0,7.0,0.224,-4.706,0.0374,89.059,4.0,1.0
2005-10-01,How To Deal,Frankie J,100.0,spotify:track:05wbsMDvcaD56O4SnESOaJ,0.0584,0.749,230507.0,0.495,0.0,2.0,0.201,-8.456,0.0332,126.12,4.0,1.0
2005-10-01,Make Her Feel Good,Teairra Mari,90.0,spotify:track:03B0yrE4zrioHjmY05l9xz,0.0228,0.808,226013.0,0.665,0.000481,2.0,0.192,-9.376,0.178,90.518,4.0,1.0
2005-10-01,Something More,Sugarland,74.0,spotify:track:3C3oknuBLo3jxhmRk67glu,0.29,0.613,216733.0,0.857,0.0,4.0,0.113,-4.46,0.0545,102.261,4.0,1.0
2005-10-01,Who Did You Think I Was,John Mayer Trio,92.0,spotify:track:00gvX9sFwh19OH88f4v4jW,0.000379,0.232,189160.0,0.968,0.136,7.0,0.938,-5.597,0.102,188.686,4.0,1.0
2005-10-08,Cater 2 U,Destiny's Child,37.0,spotify:track:6uYAPqxP69zfpCbsTHXgiz,0.286,0.605,245400.0,0.584,0.0,11.0,0.235,-7.043,0.197,125.802,4.0,0.0
2005-10-08,Georgia Rain,Trisha Yearwood,83.0,spotify:track:6qdKKHh8r7N8nRYih2g7Pm,0.605,0.518,311360.0,0.438,7.77e-05,10.0,0.19,-5.716,0.0234,99.176,4.0,1.0
2005-10-08,Lonely No More,Rob Thomas,50.0,spotify:track:4faFAhOflLzhfJECveRwva,0.033,0.551,226640.0,0.896,0.0,9.0,0.0899,-3.152,0.109,171.79,4.0,0.0
2005-10-08,Wake Up,Hilary Duff,99.0,spotify:track:7qhUtJDCu1tYrdkIMPVYRc,0.0622,0.63,217667.0,0.825,1.58e-06,4.0,0.215,-4.683,0.0447,120.829,4.0,1.0
2005-10-15,As Good As I Once Was,Toby Keith,66.0,spotify:track:7G6l2FtQyRhQgYgut2I6i8,0.266,0.68,227840.0,0.87,0.0,5.0,0.109,-4.461,0.0393,119.075,4.0,1.0
2005-10-15,Back Then,Mike Jones,76.0,spotify:track:5krOROgmf8adn3SJzeKLZy,0.0101,0.776,244187.0,0.736,0.0,9.0,0.18,-6.308,0.255,159.838,4.0,1.0
2005-10-15,Footprints,T.O.K.,100.0,spotify:track:2Bc4XnUlkgPvwvfwsCbgcD,0.361,0.7,211960.0,0.618,0.0,4.0,0.101,-5.903,0.106,83.963,4.0,0.0
2005-10-15,Tell Me,Bobby Valentino,87.0,spotify:track:6kLZ1DzSxBkNVvdQm6CX0N,0.44,0.652,260067.0,0.798,0.00233,4.0,0.298,-5.303,0.0512,95.038,4.0,0.0
2005-10-15,Welcome To Jamrock,"Damian ""Jr. Gong"" Marley",74.0,spotify:track:22AbXxQbMdVqEz7xJjhccG,0.0208,0.836,213200.0,0.661,0.0,7.0,0.449,-6.502,0.338,76.71,4.0,0.0
2005-10-22,Juicebox,The Strokes,98.0,spotify:track:3jjQHULAVn71k40mKwGMiV,0.00166,0.462,194573.0,0.981,0.00894,2.0,0.0856,-2.371,0.127,154.995,4.0,0.0
2005-10-22,Mississippi Girl,Faith Hill,82.0,spotify:track:79YeQbd1p7MsuT7wHQLRYY,0.113,0.499,232707.0,0.765,0.0,9.0,0.0509,-4.148,0.0521,83.916,4.0,1.0
2005-10-22,Must Be Nice,Lyfe Jennings,60.0,spotify:track:2mp3sLUNQaJ025Lx5f4AAJ,0.657,0.447,233440.0,0.401,0.0,3.0,0.127,-11.232,0.378,82.235,4.0,0.0
2005-10-22,Play Something Country,Brooks & Dunn,97.0,spotify:track:7MevrbPAGEaw1IgkaBmv82,0.0782,0.685,195587.0,0.909,1.25e-06,0.0,0.369,-3.797,0.032,115.043,4.0,1.0
2005-10-29,Alcohol,Brad Paisley,91.0,spotify:track:5wKaxpvqXq95IaoAVPLgoi,0.373,0.553,290933.0,0.752,3.2e-05,11.0,0.208,-5.888,0.0302,141.67,3.0,1.0
2005-10-29,All Jacked Up,Gretchen Wilson,98.0,spotify:track:1B9FG4cLQujWD1NVMVbJwY,0.189,0.392,212520.0,0.928,0.0,0.0,0.183,-3.702,0.153,188.72,3.0,1.0
2005-10-29,And I,Ciara,96.0,spotify:track:1Jp9n1uHB72CfK31j4mEPh,0.255,0.691,233840.0,0.389,0.0,6.0,0.0981,-10.125,0.0653,122.219,4.0,1.0
2005-10-29,Do You Want To,Franz Ferdinand,82.0,spotify:track:6WrnSlcN0dzTO80mVVbBto,0.0724,0.412,215000.0,0.944,0.000493,0.0,0.801,-2.896,0.0448,123.091,4.0,1.0
2005-10-29,Hollaback Girl,Gwen Stefani,45.0,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,0.35,0.926,199853.0,0.916,6.17e-06,10.0,0.0234,-2.221,0.0929,110.007,4.0,0.0
2005-10-29,Mr. Brightside,The Killers,51.0,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.00101,0.356,222587.0,0.924,0.0,1.0,0.0953,-3.74,0.0808,148.017,4.0,1.0
2005-10-29,Scars,Papa Roach,40.0,spotify:track:1UREw2MCfU0xwBzCAjxlUD,0.0948,0.384,208186.0,0.921,0.0,11.0,0.168,-3.334,0.055,89.922,4.0,1.0
2005-10-29,Since U Been Gone,Kelly Clarkson,43.0,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,0.00165,0.662,188960.0,0.741,0.0303,0.0,0.114,-5.406,0.0334,131.0,4.0,1.0
2005-11-05,Charlie Last Name: Wilson,Charlie Wilson,94.0,spotify:track:6UZqMYYQQThvV55IQPvscO,0.439,0.653,215867.0,0.529,0.0,7.0,0.194,-6.481,0.201,67.03,4.0,1.0
2005-11-05,Hicktown,Jason Aldean,83.0,spotify:track:0WYbR2GSfl4ehvmLmcpAqi,0.00913,0.697,306027.0,0.877,6.93e-06,6.0,0.0726,-3.885,0.0348,121.534,4.0,1.0
2005-11-05,Right Here,Staind,98.0,spotify:track:6S7mmHgyWOG6pIYuL4YrfQ,0.00136,0.492,253933.0,0.646,2.21e-05,10.0,0.121,-5.334,0.0303,112.228,4.0,0.0
2005-11-12,Holiday,Green Day,48.0,spotify:track:0MsrWnxQZxPAcov7c74sSo,0.000659,0.29,493400.0,0.827,2.55e-06,8.0,0.301,-3.451,0.0362,167.086,4.0,1.0
2005-11-12,Precious,Depeche Mode,80.0,spotify:track:3c4bJL7mARZvd387847GsC,0.09,0.568,245867.0,0.837,0.0587,1.0,0.0994,-6.138,0.0266,104.988,4.0,1.0
2005-11-12,Shine On,Ryan Cabrera,98.0,spotify:track:2wJ7DG1StwTCaVUwAUseAI,0.0242,0.242,185507.0,0.831,0.0,1.0,0.257,-5.556,0.0835,190.078,4.0,1.0
2005-11-12,These Words,Natasha Bedingfield,71.0,spotify:track:6MFQeWtk7kxWGydnJB2y36,,,,,,,,,,,,
2005-11-19,A Real Fine Place To Start,Sara Evans,83.0,spotify:track:6O2lo7245XfRbIfpL5yRLJ,0.00143,0.585,238733.0,0.789,0.00087,8.0,0.141,-2.834,0.041,120.953,4.0,1.0
2005-11-19,Somebody's Hero,Jamie O'Neal,89.0,spotify:track:2iVkOIwx8qzVGlju9Hy4yY,0.0771,0.493,221425.0,0.735,0.0,1.0,0.107,-6.012,0.0432,164.059,4.0,1.0
2005-11-19,Stars,Switchfoot,99.0,spotify:track:35rwx1uz5V5tRKgHWtFmLO,0.000785,0.527,260867.0,0.976,4.59e-06,2.0,0.141,-3.985,0.0645,131.79,4.0,1.0
2005-11-26,All These Things That I've Done,The Killers,99.0,spotify:track:0kYUrLVQOfx21xuXu7OGrT,0.00156,0.557,301573.0,0.728,5.13e-06,6.0,0.118,-6.181,0.0405,118.241,4.0,1.0
2005-11-26,Cool,Gwen Stefani,64.0,spotify:track:5KCkcbpJoh3V53aS36Glaf,0.0322,0.706,189680.0,0.716,0.000385,2.0,0.34,-3.428,0.028,112.029,4.0,1.0
2005-11-26,Naked,Marques Houston,95.0,spotify:track:6j5Swqhcc12eHvPQc6uaQS,0.0889,0.752,266533.0,0.514,8.98e-06,9.0,0.0987,-6.507,0.268,59.985,4.0,1.0
2005-11-26,Stay With Me (Brass Bed),Josh Gracin,96.0,spotify:track:1DJgRkwljWXGb1sFxfSlOE,0.396,0.434,251133.0,0.567,0.0,1.0,0.132,-7.278,0.0309,175.845,3.0,1.0
2005-11-26,This Is How A Heart Breaks,Rob Thomas,98.0,spotify:track:3Voz5vnFfMu8nrVP6hIYte,0.00159,0.605,230960.0,0.913,0.0,0.0,0.0813,-4.345,0.0376,139.941,4.0,1.0
2005-12-03,Billy's Got His Beer Goggles On,Neal McCoy,99.0,spotify:track:0v6nJ15ROHRtYWcpLvJCZE,0.354,0.715,219027.0,0.775,0.0,0.0,0.144,-6.613,0.0433,106.013,4.0,1.0
2005-12-03,Home,Michael Buble,84.0,spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,0.844,0.608,225907.0,0.37,1.87e-05,7.0,0.112,-9.207,0.0306,127.631,4.0,1.0
2005-12-03,Hustler's Ambition,50 Cent,93.0,spotify:track:0dZlON0G0od05O549PikZU,0.265,0.627,237347.0,0.675,0.0,7.0,0.309,-8.299,0.284,87.93,4.0,1.0
2005-12-03,Play,David Banner,43.0,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,0.000213,0.837,230133.0,0.658,0.122,1.0,0.243,-8.013,0.126,95.027,4.0,0.0
2005-12-03,Probably Wouldn't Be This Way,LeAnn Rimes,92.0,spotify:track:1rXn9CgyDaiZ9rCqwxLYim,0.516,0.613,217947.0,0.426,0.0,2.0,0.131,-6.418,0.0289,129.644,4.0,1.0
2005-12-10,(I Never Promised You A) Rose Garden,Martina McBride,100.0,spotify:track:4iO895szRNF9qVxGiVJkKf,0.505,0.577,195400.0,0.742,0.0,2.0,0.119,-6.92,0.0533,131.912,4.0,1.0
2005-12-10,Behind These Hazel Eyes,Kelly Clarkson,42.0,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,0.00165,0.548,198973.0,0.889,0.00109,9.0,0.197,-4.682,0.0382,90.048,4.0,1.0
2005-12-10,Good Is Good,Sheryl Crow,98.0,spotify:track:1BFfvGcVL0CdnqWmZM3bH2,0.0132,0.481,257267.0,0.832,0.0,6.0,0.226,-3.555,0.0342,142.867,4.0,0.0
2005-12-10,Just The Girl,The Click Five,71.0,spotify:track:1JURww012QnWAw0zZXi6Aa,0.00509,0.571,234147.0,0.89,0.0,9.0,0.0769,-1.6,0.0395,110.958,4.0,1.0
2005-12-10,Pon de Replay,Rihanna,44.0,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,0.000155,0.779,246960.0,0.64,0.00077,7.0,0.101,-8.415,0.159,99.019,4.0,1.0
2005-12-10,Redneck Yacht Club,Craig Morgan,94.0,spotify:track:4etE2X6t7GmyiuYLIdI8H5,0.455,0.49,230373.0,0.817,0.0,8.0,0.0885,-5.405,0.0355,168.115,4.0,1.0
2005-12-17,Ella Y Yo,Aventura Featuring Don Omar,97.0,spotify:track:6G4U9avyBNEfP0fAIduev3,0.534,0.732,267787.0,0.708,0.0,9.0,0.237,-7.905,0.262,175.924,4.0,0.0
2005-12-17,Lighters Up,Lil' Kim,93.0,spotify:track:4eihdGG3Tga3oFq4yqCDeL,0.00494,0.624,262640.0,0.766,0.0,9.0,0.107,-6.31,0.396,91.727,4.0,1.0
2005-12-17,Something To Be Proud Of,Montgomery Gentry,75.0,spotify:track:4D8uIY6Wzj7dJDaw0dW0UF,0.0811,0.645,256600.0,0.693,1.22e-05,0.0,0.175,-6.481,0.0344,97.555,4.0,1.0
2005-12-17,Welcome 2 Detroit,Trick-Trick Featuring Eminem,100.0,spotify:track:0ElQWopuhQ10wgGouWSVlR,0.22,0.588,286904.0,0.869,0.0,6.0,0.585,-1.998,0.322,91.128,4.0,1.0
2005-12-17,Your Body,Pretty Ricky,48.0,spotify:track:5y4TDQdYzlT4eoQIPOgNDz,0.176,0.838,240040.0,0.594,0.0,4.0,0.0867,-5.695,0.113,90.038,4.0,0.0
2005-12-24,Amor Eterno,Cristian Castro,78.0,spotify:track:1vS2gWMJU5gLm9z0x8DpNG,0.0122,0.553,193240.0,0.789,5.68e-06,0.0,0.0918,-4.355,0.0256,104.979,4.0,1.0
2005-12-24,Belly Dancer (Bananza),Akon,87.0,spotify:track:4vYGubD2JGIRTAu4bEvlgC,0.0345,0.878,238493.0,0.699,3.37e-06,10.0,0.755,-5.897,0.132,104.838,4.0,0.0
2005-12-24,Like You,Bow Wow Featuring Ciara,50.0,spotify:track:0aoOyPtOvWQs6BnGnbFUlj,0.119,0.6,204693.0,0.597,0.0,6.0,0.0772,-8.8,0.161,81.752,4.0,1.0
2005-12-24,Only,Nine Inch Nails,91.0,spotify:track:0m1DJ5Jkv3kdnGrcZsJFmC,0.000576,0.7,263093.0,0.807,0.00488,9.0,0.0996,-5.711,0.029,112.15,4.0,0.0
2005-12-31,Big Blue Note,Toby Keith,77.0,spotify:track:5g6vcZhxbwouWEBA3c7AgC,0.426,0.739,177107.0,0.709,5.85e-05,0.0,0.226,-7.106,0.0312,115.301,4.0,1.0
2006-01-07,Rakata,Wisin & Yandel,96.0,spotify:track:5uVjUTstAPE3lhgjNSVGUB,0.0303,0.872,172853.0,0.785,0.0,1.0,0.0798,-5.463,0.153,95.991,4.0,1.0
2006-01-14,Best I Ever Had,Gary Allan,94.0,spotify:track:120w1eBYfiYrSXtegu6uEb,0.00254,0.273,251480.0,0.59,1.07e-06,6.0,0.108,-4.997,0.0295,174.863,4.0,1.0
2006-01-14,Comin' To Your City,Big & Rich,89.0,spotify:track:56EYmR9IrFKKYdygcKXrvH,0.258,0.559,207133.0,0.944,0.0,9.0,0.165,-1.422,0.085,99.027,4.0,0.0
2006-01-14,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,62.0,spotify:track:0x7663BmBYv7m1ejUzXHfd,0.0254,0.574,220800.0,0.721,0.0,8.0,0.0952,-4.312,0.0335,120.033,4.0,0.0
2006-01-14,Fix You,Coldplay,97.0,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.164,0.209,295533.0,0.417,0.00196,3.0,0.113,-8.74,0.0338,138.178,4.0,1.0
2006-01-14,More Than Words,Frankie J,90.0,spotify:track:1rAjqlDA4gQMKxyP1z99q8,0.372,0.739,241488.0,0.408,0.0,7.0,0.357,-8.44,0.0293,100.021,4.0,1.0
2006-01-14,Presidential,YoungBloodZ,86.0,spotify:track:281kNQmgirthnKNA5LHQSs,0.0237,0.682,241120.0,0.523,0.0,2.0,0.18,-9.69,0.335,170.049,4.0,1.0
2006-01-14,Pretty Vegas,INXS,98.0,spotify:track:37oEm1l0NL6Ud2ccgsdgND,0.00121,0.624,205413.0,0.922,2.46e-05,5.0,0.0785,-4.536,0.0604,141.968,4.0,0.0
2006-01-14,Stricken,Disturbed,95.0,spotify:track:6RJdYpFQwLyNfDc5FbjkgV,8.51e-05,0.404,245227.0,0.969,0.0114,8.0,0.268,-2.938,0.195,173.878,4.0,1.0
2006-01-14,The Ghost Of You,My Chemical Romance,84.0,spotify:track:1yKAqZoi8xWGLCf5vajroL,0.0286,0.202,194253.0,0.886,0.0,11.0,0.643,-3.805,0.0816,145.781,4.0,0.0
2006-01-21,Better Life,Keith Urban,87.0,spotify:track:29Qqb1qYSjC1pSK8QPDnkp,0.0402,0.618,283160.0,0.832,1.58e-05,2.0,0.033,-3.535,0.0374,104.942,4.0,1.0
2006-01-21,Remedy,Seether,96.0,spotify:track:5ynxx6zC4dgzsMHLYQ04Dc,0.000193,0.55,207213.0,0.952,0.000666,8.0,0.0614,-4.664,0.0924,127.804,4.0,1.0
2006-01-21,Seasons Of Love,Cast Of Rent,84.0,spotify:track:3SnXIPWciHwAS04oKdPC0l,0.581,0.44,183547.0,0.573,0.0,10.0,0.0777,-5.42,0.0365,178.192,4.0,1.0
2006-01-21,Shake It Off,Mariah Carey,47.0,spotify:track:4VKnkoNNM6yTb4cXXX3wqD,0.181,0.777,232840.0,0.493,0.0,2.0,0.108,-6.516,0.126,134.086,4.0,1.0
2006-01-21,Skin (Sarabeth),Rascal Flatts,95.0,spotify:track:3o3JW8lnDbJldK6fNGivZC,0.483,0.484,261267.0,0.299,0.000121,2.0,0.145,-9.903,0.0286,139.87,3.0,1.0
2006-01-21,Window Shopper,50 Cent,73.0,spotify:track:1bevrs76fdGW3y03R5q6GB,0.0626,0.539,191813.0,0.672,0.0,5.0,0.388,-4.972,0.195,174.148,4.0,0.0
2006-01-28,DOA,Foo Fighters,90.0,spotify:track:1QZFn6QUNHfCp8s06C91hw,0.000189,0.462,252107.0,0.913,0.00142,2.0,0.0671,-4.298,0.074,145.522,4.0,1.0
2006-01-28,Good Ride Cowboy,Garth Brooks,93.0,spotify:track:1BXu4K8W7HXafUZo7MDlu4,0.198,0.538,194680.0,0.842,0.0,9.0,0.115,-3.26,0.0599,136.036,3.0,1.0
2006-01-28,Save Me,Shinedown,94.0,spotify:track:23SlyxzUtQtExgEButcOtR,0.00044,0.524,213933.0,0.816,0.0,11.0,0.0777,-3.49,0.0308,116.026,4.0,0.0
2006-01-28,Who You'd Be Today,Kenny Chesney,84.0,spotify:track:5Vkdh8GfdXmwyJjzPewMWM,0.149,0.646,254573.0,0.431,0.000428,2.0,0.108,-9.287,0.029,145.855,4.0,1.0
2006-02-04,Beverly Hills,Weezer,38.0,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,0.0932,0.693,196093.0,0.823,0.0,5.0,0.328,-3.761,0.0726,87.904,4.0,1.0
2006-02-04,Boyfriend,Ashlee Simpson,77.0,spotify:track:1f0XxoeFQWM4mR4NxHu6DE,0.0321,0.705,179427.0,0.753,6.69e-06,1.0,0.0655,-3.114,0.0384,128.047,4.0,0.0
2006-02-04,Come A Little Closer,Dierks Bentley,69.0,spotify:track:6yFD0TSZvxydqGxLNDjZUO,0.0644,0.579,281973.0,0.57,0.00636,5.0,0.105,-5.869,0.0227,80.028,4.0,1.0
2006-02-04,Have A Nice Day,Bon Jovi,90.0,spotify:track:06Zz2l7cVTCTgCNDe1bnEF,4.84e-05,0.5,229107.0,0.899,0.000198,4.0,0.0794,-4.066,0.0736,130.06,4.0,1.0
2006-02-04,Miss Me Baby,Chris Cagle,97.0,spotify:track:4e4vO6bp5nSdP9G79O3qS6,0.185,0.526,234653.0,0.569,0.0,1.0,0.0812,-5.786,0.0259,147.87,4.0,1.0
2006-02-04,Twisted Transistor,Korn,89.0,spotify:track:77VW8u6inET54YAKN1RSnd,0.00043,0.58,188933.0,0.983,0.00694,5.0,0.0801,-3.291,0.0636,110.053,4.0,0.0
2006-02-04,Unbreakable,Alicia Keys,84.0,spotify:track:2DRcaAO76feWOoWCWP1cPp,0.0145,0.504,274000.0,0.429,0.00149,8.0,0.628,-12.735,0.232,83.711,4.0,0.0
2006-02-04,Wake Me Up When September Ends,Green Day,44.0,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.023,0.546,285653.0,0.814,0.0,7.0,0.0972,-5.146,0.0314,104.98,4.0,1.0
2006-02-04,We Belong Together,Mariah Carey,48.0,spotify:track:3LmvfNUQtglbTrydsdIqFU,0.0339,0.837,201400.0,0.462,0.0,0.0,0.09,-7.89,0.0601,139.986,4.0,1.0
2006-02-11,I Should Have Cheated,Keyshia Cole,99.0,spotify:track:5tFDgH6do20IXdSoNBAmXK,0.265,0.436,327693.0,0.533,0.0,2.0,0.332,-4.266,0.0472,130.768,4.0,0.0
2006-02-11,Soul Meets Body,Death Cab For Cutie,82.0,spotify:track:5yc59J3MR3tVDPTOgwgRI5,0.0767,0.621,229413.0,0.853,3.26e-06,2.0,0.0893,-5.735,0.0253,128.142,4.0,0.0
2006-02-11,We Belong Together,Gavin DeGraw,75.0,spotify:track:6CWKr7YOv8OLO3b5wB00fZ,0.00261,0.547,328480.0,0.646,0.0,7.0,0.14,-5.856,0.027,80.083,4.0,1.0
2006-02-18,Bat Country,Avenged Sevenfold,96.0,spotify:track:3sHH7lklbfpcraDDvYnjo7,0.000248,0.541,311813.0,0.968,8.28e-06,0.0,0.423,-4.129,0.0396,125.04,4.0,1.0
2006-02-18,Better Days,Goo Goo Dolls,54.0,spotify:track:2hiB8QxWic092OablwpoVC,0.00212,0.486,213267.0,0.595,0.000264,7.0,0.0953,-5.009,0.0302,113.276,4.0,1.0
2006-02-18,Goodbye For Now,P.O.D.,70.0,spotify:track:6UO0TGTr33kZLXG4PxRYZx,0.00246,0.524,272547.0,0.885,0.0,7.0,0.137,-5.105,0.0484,95.05,4.0,0.0
2006-02-18,Hypnotize,System Of A Down,92.0,spotify:track:6oO7WMjD6kEvCITLbVj0mu,0.0303,0.274,189440.0,0.92,0.000412,6.0,0.115,-4.096,0.0489,154.016,4.0,1.0
2006-02-18,Stick To The Status Quo,High School Musical Cast,72.0,spotify:track:5aNagthlHAudbDZozQMjYP,0.0316,0.705,268413.0,0.721,0.0,4.0,0.248,-7.083,0.19,159.98,4.0,1.0
2006-02-18,Tequila Makes Her Clothes Fall Off,Joe Nichols,93.0,spotify:track:6IC6VhpV7D8T1t037Atqpu,0.129,0.664,187053.0,0.706,1.06e-06,2.0,0.0857,-7.045,0.027,93.968,4.0,1.0
2006-02-25,Like We Never Loved At All,Faith Hill,50.0,spotify:track:5tdbsJQ86BVvjmpTikVP7q,0.0817,0.497,257693.0,0.468,0.0,2.0,0.112,-8.182,0.0286,133.789,4.0,1.0
2006-03-04,Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,52.0,spotify:track:5GRFyKCYXXXlImIY8zhBmV,0.538,0.605,212853.0,0.483,0.000251,9.0,0.152,-7.576,0.0279,93.988,3.0,1.0
2006-03-04,If It's Lovin' That You Want,Rihanna,82.0,spotify:track:4x2rgtSFOI4hRvEvDj02KP,0.0962,0.745,208107.0,0.694,0.0,8.0,0.0454,-7.519,0.128,95.924,4.0,1.0
2006-03-04,Must Be Doin' Somethin' Right,Billy Currington,60.0,spotify:track:6TefPQD0oc88BNALpu4U87,0.205,0.489,269587.0,0.647,0.0,9.0,0.0504,-3.424,0.027,167.792,4.0,1.0
2006-03-04,My Old Friend,Tim McGraw,94.0,spotify:track:2AbgjLSmW8l5XaaR4nQE3w,0.212,0.463,217067.0,0.819,0.000268,4.0,0.0599,-7.662,0.0357,183.998,4.0,1.0
2006-03-11,Black Sweat,Prince,60.0,spotify:track:4uHWKxOguUCwu05P0cfveU,0.0325,0.929,191120.0,0.593,2.11e-05,8.0,0.273,-5.925,0.279,108.862,4.0,1.0
2006-03-11,Boondocks,Little Big Town,91.0,spotify:track:3duP6mBVDsHM8ioN7o7dAK,0.211,0.41,272347.0,0.78,0.0,9.0,0.48,-5.391,0.0332,88.016,4.0,1.0
2006-03-11,Fireman,Lil Wayne,96.0,spotify:track:0aq7ohTG6VDYQvsnAYtA5e,0.0109,0.682,263547.0,0.723,0.0,1.0,0.406,-4.628,0.211,80.634,4.0,1.0
